,Place,Event,Time,Date,Subject
13772,"['love', 'a wise use', 'us']","['This natural object', 'it']",[],[],[]
13773,"['Divina Commedia', 'the nature', 'happiness', 'the marriage']",['he'],[],[],['Cecilia Lushington']
13774,[],['He'],[],[],[]
13775,"['Konigsberg', 'the age', 'Konigsberg', 'the intention', 'the help']","['he', 'he']",[],"['1762', 'the age of eighteen']",[]
13776,[],"['which', 'which']",[],[],[]
13777,[],[],[],[],[]
13778,"['eviction', 'him']","['the Irish Land Act', 'he', 'his own industry']",[],['1870'],[]
13779,"['the exception', 'the sentiment']","['flowers', 'any class']",[],['winter'],[]
13780,"['a perfectly flawless mass', 'heavy cost']",[],[],[],[]
13781,"['two equal parts', 'a perpendicular line']",['Japanese artists'],[],[],[]
13782,"['sumi-zogan', 'sides', 'dimensions', 'those', 'the channels', 'the inlaid design']",[],[],[],[]
13783,['an object'],['the ware'],[],[],[]
13784,"['Tokyo', 'the Fukagawa suburb', 'the immediate object', 'the first Tokyo exhibition', 'that time']",[],[],['1875'],['Fukagawa']
13785,"['thin white pine', 'singularly thorough and painstaking treatment']",[],[],[],[]
13786,"['the nurimono-shi', 'many days treatment', 'a smooth, lustrelike dark-grey', 'the hands']",['the object'],[],['many days'],[]
13787,['the surface'],[],[],[],[]
13788,['the object'],['all fine lacquers gold'],[],[],[]
13789,"['manifestations', 'space', 'which', 'us', 'the experience']",['Spencer'],[],[],[]
13790,"['the object', 'the transmission', 'the tide', 'his ancestral domains']","['which', 'he', 'others']",[],[],[]
13791,"['Athalaric', 'the object', 'ties', 'the reign', 'the death']",[],[],[],"['Goths', 'Gothic']"
13792,[],['a very unseemly dispute'],[],[],[]
13793,"['Concord', 'the whole Lutheran Church']",['The Formula'],[],"['1577),which']",[]
13794,"['the ground', 'several bends']","['they', 'they']",[],[],[]
13795,"['a rapid motion', 'the object', 'the influence']",[],[],[],[]
13796,['the light'],['it'],[],[],[]
13797,"['them', 'the least alarm', 'the submarine cavities']",['they'],[],[],[]
13798,"['any means', 'the very day', 'the Whig leaders', 'the day', 'the elector.5']","['the circumstances', 'he']",[],"['the very day', 'the day']",['George I.']
13799,['the chief object'],['no characteristic renders'],[],[],[]
13800,[],[],[],[],['Augustus']
13801,"['Catullus', 'Lesbia']",['Cynthia'],[],[],"['Cynthia', 'Cynthia']"
13802,"['Cyprus', 'Egypt', 'Persia']",['Persia'],[],[],['Greeks']
13803,"['Sparta', 'Athens', 'the specific object', 'Athens', 'enterprises', 'any respect']",['which'],[],[],[]
13804,"['Russia', 'Austria', 'Turkey', 'Prussia', 'Hertzberg', 'the war', 'its object', 'the alarms']","['Prussia', 'the dismissal']",[],[],[]
13805,"['the temperatures', 'which', 'the first and second laws']","['the efficiency', 'it']",[],[],['Joule']
13806,[],[],[],[],['Wallace']
13807,['Animism'],['Fetishism'],[],[],[]
13808,"['B.C.', 'this object', 'Augustus', 'his special patron']",['he'],[],[],"['Augustus', 'Sibylline']"
13809,['the more difficult passages'],['the translator'],[],[],[]
13810,"['York', ""Sacheverell's report"", 'the examination', 'the succession', 'Sacheverell', 'the 4th', 'a debate-', 'contemporaries', 'Lord Russell', 'the object', ""the King's Council""]",['The allegations'],[],['the 4th of November 1678'],"['Coleman', 'James', 'Lord Russell']"
13811,[],['We'],[],[],[]
13812,['profit'],[],[],[],[]
13813,[],"['These justifications', 'who']",[],[],[]
13814,['it'],"['the nearer', 'he', 'the more Alpatych', 'this unreasonable action']",[],[],[]
13815,[],['no nishani'],[],['the first year'],[]
13816,[],[],[],['2006'],[]
13817,"['a mass', 'a quarter', 'the produce']",[],[],"['a quarter', 'one spring day']",[]
13818,[],[],[],[],[]
13819,['instance'],"['you', 'you', 'how large corporations', 'you']",[],[],[]
13820,"['stony', 'some cotton']",['The western side'],[],[],[]
13821,['agricultural produce'],['It'],[],[],[]
13822,['the other hand'],['they'],[],[],[]
13823,[],[],[],[],[]
13824,"['Clermont', 'Auvergne']",[],[],[],[]
13825,['season'],['The restaurant'],[],['season'],[]
13826,"['Parma', 'grain']",[],[],[],[]
13827,[],"['The valleys', 'the plains']",[],[],[]
13828,"['better rates', 'a storehouse']",['It'],[],[],[]
13829,['distortion'],"['We', 'such micrometers']",[],[],['Grubb']
13830,"['March', 'short unbranched stems', 'such cattle']",['The fructification'],[],"['March', 'April']",[]
13831,['the not too distant future'],['tiny robots'],[],[],[]
13832,[],"['My removal', 'a blind man']",[],[],[]
13833,[],"['they', 'they', 'some']",[],[],[]
13834,['Italy'],[],[],[],[]
13835,[],"['Two clear and distinct ideas', 'it']",[],[],[]
13836,[],['some fertile upland tracts'],[],[],[]
13837,['volume'],['Water traffic'],[],['between 1881 and 1905'],[]
13838,[],['The port'],[],[],[]
13839,['ten people'],"['someone', 'that', 'someone', 'that']",[],[],[]
13840,"['the Deity', 'a predetermined aim', 'which']","['It', 'modern history', 'that']",[],[],[]
13841,"['the ensuing party', 'a tyrant']",['the city'],[],[],['Theagenes']
13842,[],['Wind instruments'],[],[],[]
13843,['a fixed day'],[],[],['a fixed day'],[]
13844,['food-stuffs'],['the people'],[],[],[]
13845,[],['Marriages'],[],[],[]
13846,[],[],[],[],[]
13847,['aldehydes'],['It'],[],[],[]
13848,"['total acres', 'assumptions']","['We', 'the world']",[],[],[]
13849,['non-hybrid seeds'],"['My daughter', 'only plants']",[],[],[]
13850,"['Southern States', 'South']","['I', 'who']",[],[],[]
13851,['the high regions'],['that'],[],[],[]
13852,['much skill'],"['They', 'they']",[],[],[]
13853,['its construction'],[],[],[],[]
13854,['a special tax'],"['They', 'who']",[],[],[]
13855,"['Brazil', 'blue muds', 'the great rivers']",['The terrigenous deposits'],[],[],[]
13856,"['the South Atlantic', 'Africa', 'South America', 'the South Atlantic']",['the narrow land surfaces'],[],[],[]
13857,"['this experiment', 'a loss']",['Joule'],[],[],['Joule']
13858,[],['the reaction'],[],[],[]
13859,"['an attempt', 'a modern tour de force']","['players', 'who']",[],"['the 18th century', '18th-century']",[]
13860,"['the blood', 'their appearance']","['The females', 'which']",['night'],['the day'],[]
13861,"['the same installation', 'a central power station', 'a generating station', 'the cranes']","['all', 'experience']",[],[],[]
13862,"['Babylon', 'Larsa', 'Assyria', 'Carchemish', 'cash', 'produce', 'statutory scale']","['the contracts', 'The Code']",[],[],[]
13863,['some extent'],['Wheatstone'],[],[],[]
13864,"['the increasing slack', 'the points']",[],[],[],[]
13865,['means'],[],[],[],[]
13866,[],['The use'],[],[],[]
13867,"['order', 'the system', 'its secondary terminals', 'the balls']",[],[],[],[]
13868,[],['which'],[],[],[]
13869,['the arrangement'],['the current'],[],[],[]
13870,[],['other industries'],[],[],[]
13871,"['his elevation', 'which']","['he', 'he', 'his scruples']",[],"['1602', '1606']",[]
13872,"['Rome', 'Naples', 'Sardinia', 'the neighborhood']",[],[],[],[]
13873,[],[],[],[],[]
13874,[],[],[],[],[]
13875,"['Central Asia', 'Trebizond', 'Tabriz', 'Teheran', 'way', 'Indian goods', 'way']","['Meshed', 'which', 'which']",[],[],"['Manchester', 'Bander Abbasi']"
13876,['its centre'],['that'],[],[],[]
13877,['the warm water'],"['Waves', 'the reefbuilding animals']",[],[],[]
13878,"['a first approximation', 'the case', 'their ions', 'the above table']",['the ions'],[],[],[]
13879,"['the North Atlantic', 'the North Atlantic', 'the ocean', 'times', 'large stretches']","['the brown alga Trichodesmium erythraeum', 'its name', 'swarms']",[],[],[]
13880,['the interior'],[],[],[],[]
13881,['a certain depth'],['Great irregular variations'],[],[],[]
13882,[],['that'],[],[],[]
13883,"['the Gulf Stream', 'Europe', 'example', 'the change', 'the water']","['Dickson', 'the variations']",[],[],[]
13884,[],[],[],[],[]
13885,[],[],[],[],[]
13886,"['electricity', 'no commercial success']",[],[],[],[]
13887,[],['that'],[],[],[]
13888,"['the warehouse', 'the amount']",['he'],[],[],[]
13889,['Piedmont'],['The hills'],[],[],['Monferrato']
13890,"['colonie immovibili and colonie tern poranee', 'the latifondi or huge estates']","['the owners', 'he']",[],[],[]
13891,['kind'],[],[],[],[]
13892,"['uncultivated bush districts', 'the landlord', 'plantations', 'the landlord', 'the end', 'a part']","['half', 'who']",[],['the end of ten years'],['bush']
13893,"['mezzadria', 'metateria', 'mezzadria', 'the farmer']",['the landlord'],[],[],[]
13894,[],['The surrounding heights'],[],[],[]
13895,"['the United Kingdom', 'ordinary rotation']",[],[],['forty years'],[]
13896,"['France', 'firm and radical treatment']","['the growing demands', 'which']",[],[],[]
13897,"['Sicily', 'the phylloxera', 'Sicily', 'groups', 'fasci']","['the devastation', 'Socialist agitators']",[],[],[]
13898,[],[],[],[],[]
13899,"['Gnathobdellidae', 'one subdivision']","['the Gnathobdellidae', 'the mouth', 'which']",[],[],[]
13900,"[""the girls' school"", 'the sale']",[],[],[],[]
13901,['the ideal'],"['Kant', 'whose thought']",[],[],['Kant']
13902,"['Nemopsis', 'a "" founder "" polyp', 'the vast majority', 'budding polyp-individuals', 'their turn']","['the typical hydroid colony', 'which', 'The founder-polyp', 'these']",[],[],[]
13903,['the order'],"['the umbrella', 'Narcomedusae secondary down-growths']",[],[],[]
13904,"['Knospencihre', 'some cases', 'the axial stolon']","['the buds', 'the stolon', 'which']",[],[],[]
13905,['budding medusae'],['which'],[],[],['medusae']
13906,['floating polyps'],[],[],[],[]
13907,"['the wellknown fact', 'a given direction', 'that direction']","['the habitual use', 'he', 'the effort']",[],[],[]
13908,"['one plane', 'the xylem']","['a given initial cell', 'it']",[],[],[]
13909,"['nearly all plants', 'means', 'quite the same fashion']",['which'],[],[],[]
13910,['instance'],['the seed'],[],[],[]
13911,"['the United States', 'the United Kingdom', 'Germany', 'Switzerland', 'the animal and vegetable kingdoms']",['Buffon'],[],['the wild hyacinth'],[]
13912,[],[],[],[],[]
13913,['Hungary'],['which'],[],[],[]
13914,"['Russian Asia', 'Persia', 'Batum', 'Baku', 'Uzunada', 'which', 'Anglo-Indian manufactures', 'Russian Asia', 'way']",['the Russian government'],[],['1894'],[]
13915,"['a rippled fracture', 'the fractured surface']",['the intersection'],[],[],[]
13916,['this time'],['He'],[],['more than thirty years'],[]
13917,"['which', 'other woods', 'which', 'sandalwood']",[],[],[],[]
13918,"['Marseilles', 'Michel', 'others']","['The following apparatus', 'the manufacturer']",[],[],['Michel']
13919,[],[],[],[],[]
13920,[],"['The addition', 'the polysulphide part']",[],[],[]
13921,[],"['one village', 'another']",[],[],[]
13922,"['Asia', 'very high protective duties', 'the home market']",[],[],[],[]
13923,[],[],[],[],[]
13924,"['Russia', 'raw produce', 'the purchase', 'the sale', 'exchange']","['The wealth', 'the trade']",[],[],[]
13925,"['the Arctic Ocean', 'the White Sea', 'the Murman coast', 'some 3000 persons', 'the value']",[],[],['annually'],[]
13926,[],[],[],[],[]
13927,['the requirements'],['some'],[],[],[]
13928,"['some points', 'others', 'the expense']","['they', 'they', 'which']",[],[],[]
13929,"['the design', 'local services', 'its journey speed', 'the shortest time']",[],[],[],[]
13930,"['the stroke', 'which', 'the cylinders', 'the cut-off', 'which', 'square foot']","['the speed', 'cut-off', 'the boiler', 'which']",[],[],[]
13931,"['farm produce', '27 cub']",['the latter'],[],[],[]
13932,"['a tendency', 'private persons', 'he', 'themselves', 'their better judgment']","['spiritualistic sittings', 'who', 'they']",[],[],[]
13933,"['an invasion', 'the all-devouring hunger', 'increasing produce']",['that'],[],[],[]
13934,"['Eleusis', 'obscene jests', 'the produce', 'mystical reasons']","['A Texet\'ij ("" initiatory ceremony', 'The sacramental meal']",[],[],[]
13935,[],"['Religion', 'conformity']",[],[],[]
13936,[],[],[],[],[]
13937,"['Cretan', 'Turkey', 'England', 'Egypt', 'Austria', 'Russia']",['which'],[],[],[]
13938,['the transport'],['the state'],[],[],[]
13939,"['an export tax', 'the custom-houses']",[],[],[],[]
13940,[],[],[],[],[]
13941,"['Saturday', 'prescription']",[],[],['Saturday'],[]
13942,['the north-eastern quarter'],['which'],[],[],[]
13943,"['the growth', 'old pine lands']",[],[],['between 1889 and 1899'],[]
13944,['much attention'],['The destruction'],[],[],[]
13945,"[""North Carolina's""]",['they'],[],['1870'],[]
13946,['the vowels'],[],[],[],[]
13947,['some grain'],['The produce'],[],[],['&c.']
13948,[],['it'],[],[],[]
13949,"['the ants', 'return']","['some', 'that', 'some']",[],[],[]
13950,[],['they'],[],[],[]
13951,"['Afghanistan', 'Baluchistan', 'Persia', 'Baluchistan', 'Indus', 'Indus', 'Euphrates', 'the opportunities', 'the systematic survey', 'the Oxus', 'the Indus', 'the Indus']","['The Afghan war', 'The Afghan war', 'the extension', 'which', 'which']",[],"['1878-80', '1884-1885', '1880']",[]
13952,['the exudations'],['Many species'],[],[],[]
13953,"['China', 'India', 'East', 'the East']",[],[],[],[]
13954,['order'],[],[],[],['Bentham']
13955,['the tree'],[],[],['daily'],['Jargonelle']
13956,[],[],[],[],[]
13957,"['this management', 'East Lothian']","['the produce', 'the writer', 'they']",[],[],[]
13958,['four seeds'],"['The ground', 'it']",[],[],[]
13959,"['the increase', 'manufactures']",[],[],"['the year 1760', '1760 to 1815']",[]
13960,"['the general use', 'a great increase']",[],[],[],[]
13961,['the plough'],"['the high prices', 'that']",[],[],[]
13962,['the close'],"['This extraordinary state', 'the prices']",[],['1795 to 1814'],[]
13963,['a state'],"['declining prices', 'persistent rains']",[],"['that year', '1879']",[]
13964,['amendments'],[],[],[],[]
13965,[],['which'],[],['1906'],[]
13966,[],['The Sale'],[],[],[]
13967,"['two years', 'wheat']","['Labour difficulties', 'low prices']",[],"['two years', 'three years']",[]
13968,[],[],[],"['1890', '1904', 'the same two years']",[]
13969,[],[],[],"['1890', '1904', '1894', '1901']",[]
13970,"['Table VIII', 'the United Kingdom', 'Table VIII', 'the United Kingdom']","['Similar details', 'the TABLE']",[],"['Annual', '1890-1905-Thousands']",[]
13971,[],['the average yield'],[],"['forty-six years', '1852-1897', 'the later years of the 19th century']",[]
13972,"['the United Kingdom', 'which']",[],[],['annual'],[]
13973,['mineral manures'],"['Experiments', 'that nitrogenous manures', 'that mixtures']",[],['fifty years'],[]
13974,['farmyard manure'],['The average results'],[],[],[]
13975,"['the character', 'the amount']",['Both the quantity'],[],[],[]
13976,"['the particular organism', 'the particular kind', 'this end', 'portable form', 'the several plants', 'a practical direction']","['This', 'which', 'the work']",[],[],[]
13977,['the manure'],[],[],[],[]
13978,"['rotation', 'the season']",['the cereal crops'],[],['the season'],[]
13979,"['the cereals', 'nitrogen', 'their produce']","['the crops', 'the cereals']",[],[],[]
13980,"['this reason', 'the farm']",[],[],[],[]
13981,"['recent years', 'the altered conditions', 'very large imports']",['Such deviations'],[],['recent years'],[]
13982,"['dairy produce', 'grass farms']",[],[],[],[]
13983,[],['which'],[],[],[]
13984,"['the sustentation', 'a given time']","['the amount', 'that']",[],[],[]
13985,[],['he'],[],[],[]
13986,"['other things', 'the result', 'any', 'the institution']","['he', 'he']",[],[],[]
13987,"['Europe', 'the ground', 'the least shock']","['Otiorhynchus', 'others']",[],[],"['Otiorhynchus', 'Anthonomus', '&c. All']"
13988,"['Bannock', 'St Ninians', 'the rising ground']",['He'],[],[],['St Ninians']
13989,"['England', 'England', 'a large scale']",[],[],[],"[""Louis Fraser's"", 'Zoologia Typica']"
13990,[],[],[],[],[]
13991,"['Uloborus', 'the colour', 'thin shabby-looking webs']","['the shape', 'which', 'they']",[],[],[]
13992,['them'],['the elector'],[],['1576'],['Saxony']
13993,['any custom'],['The Agricultural Holdings Act'],[],[],[]
13994,[],[],[],[],[]
13995,"['the accident', 'a portion']",['he'],[],[],[]
13996,"['his pneumatic trough', 'the gas', 'nitrogen', 'hydrochloric acid gas', 'August', 'a burning-glass', 'it', 'a remarkably vigorous flame']","['he', 'what', 'he', 'he', 'that', 'it', 'he', 'Dephlogisticated air', 'he', 'he', 'a candle']",[],['August 1774'],[]
13997,[],['The industries'],[],[],[]
13998,[],"['Clay and "" bottom "" lands']",[],[],[]
13999,['an indefinite time'],['whyia cotton soil'],[],[],[]
14000,"['the farm 2,000,000 tons', 'cotton seed']",['which'],[],[],[]
14001,"['the United States', 'the practical side', 'the principal cotton pests']","['The following notes', 'the United States']",[],[],[]
14002,"['India', 'the United States', 'all dispute']",[],[],[],[]
14003,"['Andalusia', 'facilities']",['Andalusia'],[],['annually'],[]
14004,[],[],[],[],[]
14005,['Zaria'],[],[],[],[]
14006,"['the ranks', 'all kinds']","['the broker', 'who']",[],[],[]
14007,"['their customers', 'letters']",['brokers'],[],['monthly'],[]
14008,['the Eastern empire'],[],[],[],[]
14009,"['Beirut', 'Jerusalem']",['resistance'],[],[],['John']
14010,"['the natives', 'the hilts']",['The Malays'],[],[],[]
14011,['home consumption'],[],[],[],[]
14012,['the foreign stuffs'],"['the women', 'who']",[],[],[]
14013,"['such a mass', 'want']","['His Christliche Dogmatik', 'they']",[],"['1849-1852', '1870']","['Christliche Dogmatik', 'Otto Pfleiderer']"
14014,"['the whole', 'June', 'a period']",['the rains'],[],"['the autumn months', 'June', 'two to three months']",[]
14015,[],['the northern districts'],[],[],[]
14016,"['this theory colour', 'an "" auxochrome']",['it'],[],[],[]
14017,['the molecule'],"['The carbonyl group', 'two adjacent groups']",[],[],[]
14018,['the fact'],"['The faults', 'the gravest dangers', 'who', ""Wagner's mature music"", 'it', 'his philosophy']",[],[],[]
14019,['order'],['Strauss'],[],[],['Strauss']
14020,"['excessive reaction', 'tissues']","['Such increase', 'which']",[],[],[]
14021,[],['large vessels'],[],[],[]
14022,"['Australia', 'Germany', 'a river-port', 'the produce', 'wool']",['it'],[],[],[]
14023,"['changes', 'warm damp hutches', 'which']","['This development', 'the best developed parents']",[],[],[]
14024,['Mediterranean'],['who'],[],[],[]
14025,['advantage'],['Powell'],[],[],['Powell']
14026,[],"['The Hussites', 'the laity', 'this failure']",[],[],[]
14027,['the air'],['they'],[],[],[]
14028,"['lease', 'the proprietor']",['who'],[],['annually'],[]
14029,"['the owner', 'the portion', 'his own hands']","['They', 'he']",[],[],[]
14030,"['Yenangyat', 'a small way']","['which', 'iron']",[],[],[]
14031,"['the levying', 'the repatriation']",['He'],[],['annual'],[]
14032,"['Germany', 'the election', 'the Reichstag eighty-one members', 'the election']",['which'],[],"['1903', '1907']",[]
14033,[],['The produce'],[],[],[]
14034,['the fall'],"['The school', 'it']",[],[],[]
14035,"['desetina', 'his tenant', 'the remaining two thirds', 'the state']","['The landlord', 'the cash equivalent']",[],[],[]
14036,[],"['The begs', 'the central government', 'which']",[],['1875'],[]
14037,"['male Ottoman subjects', 'the amount']",[],[],['between the ages of 15 and 75'],"['Ottoman', '&c.']"
14038,"['one-tenth', 'the euphemistic pretence', 'financial pressure']",[],[],['1900'],"[""Tejhizat-i-'Askeriyeh""]"
14039,"['T460,079', 'the Public Debt Administration', 'legal stamps']",[],[],[],"['T1,113,452']"
14040,['the Civil List'],"['the Civil List', 'Proceeds']",[],[],[]
14041,"['which', 'a minimum']",[],[],[],[]
14042,"['his budget speech', 'parliament', 'the 23rd', 'a matter']","['The minister', 'the revenues']",[],"['the 23rd of April 1910', 'the year 1909-1910']",[]
14043,[],['This measure'],[],[],[]
14044,"['public auction', 'the highest bidder']",['he'],[],[],[]
14045,[],['Table A'],[],"['1881-1882', 'the last year', 'the year 1907-1908']",[]
14046,"['the mind', 'threats']","['He', 'which']",[],[],[]
14047,['contradistinction'],['The few remaining fragments'],[],[],[]
14048,[],[],[],[],[]
14049,['its excellent water communication'],['it'],[],[],[]
14050,"['their produce', 'prime cost', 'prices', 'the purchase']","['the government', 'which']",[],[],[]
14051,"['produce', 'the confines']",['The municipal council'],[],['annual'],[]
14052,['the Willamette Valley'],[],[],[],[]
14053,"['the facts', 'the same branch', 'themselves']","['the seeds', 'which']",[],[],[]
14054,"['bud-variation', 'a peach']","['the seeds', 'gardeners']",[],[],[]
14055,"['the subsequent winter pruning', 'full length']",[],[],['winter'],[]
14056,[],['This'],[],[],[]
14057,"['order', 'action', 'which']","['the electromotive force', 'the changes', 'which', 'the current']",[],[],[]
14058,"['ordinary cases', 'a few parts', 'direction']","['possible changes', 'the electromotive force']",[],[],[]
14059,[],"['any change', 'its']",[],[],[]
14060,['hydrocyanic acid'],['The aldehyde group'],[],[],[]
14061,['Berta'],[],[],[],[]
14062,['Italy'],['which'],[],['the 13th century'],[]
14063,"['Africa', 'Asia']",[],[],[],[]
14064,"['the form', 'the manufacturer']",[],[],[],[]
14065,"['part', 'part']",['The colour'],[],[],[]
14066,"['Siberia', 'Russia', 'itself', 'prosperous industries', 'Russia']","['Siberia', 'it', 'it']",[],[],[]
14067,[],[],[],[],[]
14068,['the Circus Maximus'],[],[],[],[]
14069,"['the manufacture', 'the manufacture', 'a lubricant', 'an absorbent']",[],[],[],['&c. Powdered']
14070,['agricultural produce'],[],[],[],[]
14071,['means'],"['larva', 'they']",[],[],[]
14072,"['England', 'West India', 'Calhoun', 'large part', ""Van Buren's instructions"", 'the results']",[],[],['1828'],"[""Van Buren's"", 'Louis McLane', 'Calhoun']"
14073,"['the following year', 'the last analysis']","['the king', 'he']",[],"['every year', 'the following year']",[]
14074,[],['The community'],[],[],[]
14075,[],['The industries'],[],[],[]
14076,[],[],[],[],[]
14077,[],['This'],[],[],['David Hilbert']
14078,"['separates', 'a single bracket']",[],[],[],[]
14079,[],['Vineyards'],[],[],[]
14080,"['an albuminate', 'the tissues']",['Lead salts'],[],[],[]
14081,"['a rule', 'sufficient quantities']",['the soluble salts'],[],[],[]
14082,['Portland'],[],[],[],[]
14083,['other sources'],['These free poles'],[],[],[]
14084,[],[],[],[],[]
14085,"['earth', 'a coil', 'the interior']",[],[],[],[]
14086,"['B21', 'earth', 'd22', 'the tube', ""the earth's magnetism""]",[],[],[],[]
14087,"['Ho', 'these arrangements']",[],[],[],[]
14088,"['Thompson', 'undue heating']",['The instrument'],[],[],[]
14089,['the test'],['which'],[],[],[]
14090,"['Barrett', 'iron', 'a field', 'as much as 1/40,000 part']","['Nickel', 'its greatest change', 'stronger forces']",[],[],['Barrett']
14091,['Latvia'],[],[],[],[]
14092,"['k', ""'""]",['which'],[],"['autumn', 'autumn']",[]
14093,"['an active trade', 'its river harbour']",['Mulhausen'],[],[],['Mulhausen']
14094,[],['The town'],[],[],[]
14095,['Brazil'],"['an agricultural country', 'Brazil']",[],[],[]
14096,"['Sao Paulo', 'Rio de Janeiro', 'four-fifths', 'value']","['the middle', 'it']",[],['the middle of the 19th century'],['Minas Geraes']
14097,['its extensive salt springs'],"['It', 'which']",[],[],[]
14098,"['the citadel', 'way']","['The canal', 'the port']",[],[],[]
14099,['the low moist regions'],[],[],['1905'],[]
14100,"['the Orange River Colony', 'the eastern half', 'her produce']",['Natal'],[],['the eastern half'],[]
14101,['Hungarian produce'],['they'],[],[],[]
14102,"['Danzig', 'agricultural produce', 'the northern counties', 'Danzig']",['the mining industries'],[],[],[]
14103,"['Magyar', 'self-defence']","['the Magyar people', 'any life']",[],[],[]
14104,"['the delicate task', 'the side']",['he'],[],[],[]
14105,"['Greece', 'India', 'a transference']",[],[],[],[]
14106,"['imperfect', 'Tobit ben Korra']",['it'],[],[],[]
14107,['that period'],"['the Moorish empire', 'they', 'they']",[],"['three or four centuries', 'the 11th centuries']",[]
14108,"['existence', 'an active useful agent']",[],[],[],[]
14109,['those'],"['That doctrine', 'it', 'who']",[],['some few years'],[]
14110,"['the structure', 'the way', 'which', 'the course']","['Weismann', 'an alteration']",[],[],['Weismann']
14111,"['their favour', 'which', 'guinea-pigs', 'section', 'which', 'a few rare instances']","['the Lamarckians', 'he']",[],[],[]
14112,['these conditions'],['the star'],[],[],[]
14113,"['Hamburg', 'the north', 'the northern and southern arms', 'its pastures', 'large quantities']","['The Geestlande', 'the Marschlande']",[],[],[]
14114,"['agricultural produce', 'the neighbourhood', 'the neighbouring fields']",[],[],[],[]
14115,"['a cauldron', 'a kind', 'which']","['The Scyths', 'they']",[],[],['Scyths']
14116,['his own country'],['Voltaire'],[],[],['Voltaire']
14117,"['one process', 'hot nitric acid', 'sulphates', 'evaporation']",[],[],[],[]
14118,[],['form'],[],[],[]
14119,['the annual net produce'],['the government'],[],"['annual', '1902']",[]
14120,"['vineyards', 'Limoux', 'wheat']","['The grain produce', 'the vineyards']",[],[],['Narbonnais']
14121,['the same manner'],['The moon'],[],[],[]
14122,"['boiling water', 'granulated metallic tin', 'a little stannous chloride', 'this', 'a boiling heat']",[],[],[],[]
14123,"['- ""pink salt']",[],[],[],[]
14124,"['which', 'him', 'the object', 'the whole']",['primitive man'],[],[],[]
14125,[],[],[],[],[]
14126,"['Annam', 'the local budget', 'all males', 'a land-tax', 'the quality']","['The direct taxes', 'which']",[],['sixty years of age'],[]
14127,[],['comparatively slight variations'],[],[],[]
14128,"['Trinidad', 'Port', 'light draught river boats']",[],[],[],[]
14129,[],['coal'],[],['1783 to 1825'],[]
14130,['one-half to one hour'],['A dose'],[],[],[]
14131,"['a tissue', 'the hypertrophic muscle fibres']","['Increased work', 'atrophy', ""even the blacksmith's arm""]",[],[],[]
14132,"['500,000 to 1,000,000 seeds']","['a single capsule', 'one tobacco plant']",[],[],[]
14133,['Russia'],[],[],[],[]
14134,"['South Africa', 'Turkey', 'Turkey']",[],[],['annually'],[]
14135,['cigarette and pipe smoking'],[],[],[],[]
14136,"['India', 'Ceylon tobacco', 'the northern portion', 'southern India']",[],[],[],[]
14137,"['New Zealand', 'a commercial crop']",['New Zealand'],[],['several years ago'],[]
14138,[],['the purest ores'],[],[],[]
14139,"['a single ingot', 'one crucible', 'a large scale']","['Some brassfounders', 'they']",[],[],[]
14140,"['the cold solution', 'a washed precipitate', 'a small portion', 'means']",[],[],[],[]
14141,"['Rinmann', ""Rinmann's green"", '2.5 parts', 'redness']",['I'],[],[],[]
14142,[],[],[],[],[]
14143,['higher elevations wheat'],['The lower valleys'],[],[],[]
14144,"['the Bedouin tribes', 'the rains', ""Burckhardt's information""]",['its sands'],[],['the winter and spring'],['Bedouin']
14145,"['many places', 'the winter rains']",['they'],[],['winter'],[]
14146,['these processes'],[],[],[],[]
14147,"['the west monsoon', 'the time', 'traders', 'the tripang']",['who'],[],"['annually', 'that quarter']",[]
14148,"['hot water', 'ammonia', 'platinum', 'the form', 'the temperature', 'which']","['this', 'the specific gravity']",[],[],[]
14149,"['America', 'cargoes']",[],[],[],[]
14150,[],[],[],[],[]
14151,['the sun'],"['one or more masses', 'whose action']",[],[],[]
14152,[],['the fact'],[],[],[]
14153,"['masses', 'the warm valleys', '15,000,000 lb']",['the cinchona trees'],[],[],"['Lasiandra', 'Erythroxylon Coca']"
14154,"['a peculiar process', 'numerous individuals']","['it', 'these']",[],[],['Trematode']
14155,['grain'],['The exports'],[],[],[]
14156,['Lacrimae Christi'],['they'],[],[],['Lacrimae Christi']
14157,[],['These'],[],[],[]
14158,"['those', 'corresponding latitudes', 'the neighboring continent']",['The equatorial currents'],[],[],[]
14159,['his only art master'],"['close student', 'he']",[],[],[]
14160,"['them', 'colorists', 'their contrasts', 'their chromatic scale']",['they'],[],[],[]
14161,[],[],[],[],[]
14162,"['the hand', 'every dot', 'the patience', 'perfectly straight lines', 'exactly equal intervals']",['three or more blows'],[],[],[]
14163,['example'],[],[],[],[]
14164,['the quality'],['the expert desires'],[],[],[]
14165,"['interlacing strips', 'plain boards']",[],[],[],[]
14166,"['a steep slope', 'the eaves', 'the tilt', 'the eaves', 'the four corners']",['they'],[],[],[]
14167,['his needle'],['he'],[],[],[]
14168,"['Japan', 'China', 'Seto', 'China', 'the purpose', 'his return', 'Seto', 'the province']","['she', 'who']",[],['1223'],['Kato Shirozaemon']
14169,"['the glaze', 'a pigment', 'which']",['he'],[],[],[]
